feed_name,section,country,rss_link,source,continent
fivethirtyeight.com,Politics,United Kingdom,https://fivethirtyeight.com/features/feed/,kaggle,Europe
fivethirtyeight.com,News,United Kingdom,http://fivethirtyeight.com/all/feed,kaggle,Europe
fivethirtyeight.com,Economics,United Kingdom,http://fivethirtyeight.com/economics/feed/,kaggle,Europe
firstonline.info,Economics,Italy,https://www.firstonline.info/feed/,kaggle,Europe
finews.com,Finance,United Kingdom,https://www.finews.com/news/english-news?format=feed&type=rss,kaggle,Europe
finews.ch,Finance,Germany,http://www.finews.ch/index.php?format=feed&type=rss,kaggle,Europe
finews.asia,Finance,United Kingdom,http://www.finews.asia/?format=feed&type=rss,kaggle,Europe
finanznachrichten.de,Finance,Germany,http://www.finanznachrichten.de/service/nachrichten.xml,kaggle,Europe
finanzen.net,Finance,Germany,http://www.finanzen.net/rss/rss_news.asp,kaggle,Europe
finanzen.net,Economics,Germany,http://www.finanzen.net/index/DAX/RSS,kaggle,Europe
finanzen.ch,Finance,United Kingdom,http://www.finanzen.ch/rss/news,kaggle,Europe
financialsamurai.com,Finance,United Kingdom,http://www.financialsamurai.com/feed/,kaggle,Europe
financialreporter.co.uk,Finance,United Kingdom,http://www.financialreporter.co.uk/rss.asp,kaggle,Europe
financialpost.com,News,Canada,http://business.financialpost.com/feed/,kaggle,Americas
financialpost.com,Finance,Canada,http://business.financialpost.com/category/personal-finance/feed/,kaggle,Americas
financialpost.com,Business,Canada,http://business.financialpost.com/category/news/energy/feed/,kaggle,Americas
financial-planning.com,Finance,United Kingdom,http://www.financial-planning.com/feed?rss=true,kaggle,Europe
financeasia.com,Finance,United Kingdom,http://www.financeasia.com/rss.aspx,kaggle,Europe
finance-commerce.com,News,United Kingdom,http://finance-commerce.com/feed/,kaggle,Europe
ferra.ru,Tech,Russia,http://www.ferra.ru/export/articles-rss.xml,kaggle,Europe
fee.org,Economics,United Kingdom,http://feeds.fee.org/FEE-Freeman,kaggle,Europe
fedpress.ru,News,Russia,http://fedpress.ru/feed/rss,kaggle,Europe
fcinternews.it,Sport,Italy,http://www.fcinternews.it/rss/,kaggle,Europe
faz.net,News,Germany,http://www.faz.net/rss/aktuell/,kaggle,Europe
fastcompany.com,Tech,United Kingdom,https://www.fastcompany.com/technology/rss,kaggle,Europe
fastcompany.com,News,United Kingdom,https://www.fastcompany.com/news/rss,kaggle,Europe
fastcompany.com,Business,United Kingdom,https://www.fastcompany.com/ideas/rss,kaggle,Europe
fanpage.it,News,Italy,http://www.fanpage.it/feed/,kaggle,Europe
falmouthpacket.co.uk,News,United Kingdom,http://www.falmouthpacket.co.uk/news/rss/,kaggle,Europe
fakt.pl,News,Poland,http://www.fakt.pl/rss/rss.asp?k=18,kaggle,Europe
fairobserver.com,News,United Kingdom,http://www.fairobserver.com/feed/,kaggle,Europe
factmag.com,Music,United Kingdom,http://www.factmag.com/feed/,kaggle,Europe
factcheck.org,Science,United Kingdom,http://www.factcheck.org/scicheck/feed/,kaggle,Europe
factcheck.org,Politics,United Kingdom,http://factcheck.org/feed/rss/,kaggle,Europe
facenews.ua,News,Russia,http://www.facenews.ua/rss/,kaggle,Europe
fabio.com.ar,Tech,Spain,http://www.fabio.com.ar/rss.php,kaggle,Europe
extra.ec,News,Spain,http://www.extra.ec/rss/portada.xml,kaggle,Europe
expressen.se,Sport,Sweden,http://expressen.se/rss/sport,kaggle,Europe
express.co.uk,Travel,United Kingdom,http://www.express.co.uk/posts/rss/25/travel,kaggle,Europe
express.co.uk,Sport,United Kingdom,http://www.express.co.uk/posts/rss/65/sport,kaggle,Europe
express.co.uk,News,United Kingdom,http://www.express.co.uk/posts/rss/1/uknews,kaggle,Europe
express.co.uk,Business,United Kingdom,http://www.express.co.uk/posts/rss/21/finance,kaggle,Europe
expertreviews.co.uk,Tech,United Kingdom,http://www.expertreviews.co.uk/feeds/all,kaggle,Europe
expert.com.ua,Tech,Russia,http://expert.com.ua/feed,kaggle,Europe
expansion.mx,News,Spain,http://expansion.mx/rss/portada.rss,kaggle,Europe
expansion.mx,Economics,Spain,http://expansion.mx/rss/economia.rss,kaggle,Europe
expansion.com,Tech,Spain,http://estaticos.expansion.com/blogs/tecnoestrategias/index.xml,kaggle,Europe
expansion.com,Politics,Spain,http://estaticos.expansion.com/rss/economiapolitica.xml,kaggle,Europe
eurweb.com,News,United Kingdom,http://www.eurweb.com/feed/,kaggle,Europe
europasur.es,News,Spain,http://www.europasur.es/rss/,kaggle,Europe
europapress.es,Tech,Spain,http://www.europapress.es/portaltic/rss.xml,kaggle,Europe
europapress.es,News,Spain,http://www.europapress.es/rss/rss.aspx?ch=94,kaggle,Europe
europapress.es,Economics,Spain,http://www.europapress.es/rss/rss.aspx?ch=136,kaggle,Europe
europalibera.org,News,Romania,http://www.europalibera.org/rss/?count=50,kaggle,Europe
euromoney.com,Business,United Kingdom,https://www.euromoney.com/rss.xml,kaggle,Europe
eurointegration.com.ua,News,Ukraine,http://www.eurointegration.com.ua/rss/,kaggle,Europe
eurohoops.net,Sport,United Kingdom,http://www.eurohoops.net/feed,kaggle,Europe
eurofotbal.cz,Sport,Czech Republic,http://www.eurofotbal.cz/feed/rss/,kaggle,Europe
euractiv.de,News,Germany,http://www.euractiv.de/rss/,kaggle,Europe
eunews.it,News,Italy,http://www.eunews.it/feed,kaggle,Europe
eturbonews.com,Travel,United Kingdom,https://www.eturbonews.com/feed,kaggle,Europe
etrend.sk,Tech,Slovakia,http://www.etrend.sk/rss/technologie.xml,kaggle,Europe
etonline.com,Music,United Kingdom,http://www.etonline.com/rss/music.xml,kaggle,Europe
etnews.com,Tech,South Korea,http://rss.etnews.com/Section904.xml,kaggle,Asia
etnet.com.hk,Finance,China,http://www.etnet.com.hk/www/tc/news/rss.php?section=editor,kaggle,Asia
estrepublicain.fr,News,France,http://www.estrepublicain.fr/rss,kaggle,Europe
estrelladigital.es,News,Spain,http://www.estrelladigital.es/rss/,kaggle,Europe
estrategiasdeinversion.com,Economics,Spain,http://www.estrategiasdeinversion.com/rss/rssout.php?canal=21&perPage=10,kaggle,Europe
estense.com,News,Italy,http://www.estense.com/?feed=rss2,kaggle,Europe
esquire.com,Politics,United Kingdom,http://www.esquire.com/blogs/politics/politics-rss/,kaggle,Europe
esquire.com,News,United Kingdom,http://www.esquire.com/rss/all.xml,kaggle,Europe
esquire.com,Entertainment,United Kingdom,http://www.esquire.com/features/rss/,kaggle,Europe
esquerda.net,Politics,Portugal,http://www.esquerda.net/rss/geral,kaggle,Europe
espreso.tv,News,Ukraine,http://espreso.tv/rss,kaggle,Europe
espncricinfo.com,Sport,United States,http://www.espncricinfo.com/rss/content/story/feeds/2.xml,kaggle,Americas
esciencenews.com,Science,United Kingdom,http://esciencenews.com/rss.xml,kaggle,Europe
esa.int,Science,Germany,http://www.esa.int/rss/Germany.xml,kaggle,Europe
ertopen.com,News,Greece,http://www.ertopen.com/?format=feed&type=rss,kaggle,Europe
err.ee,Sport,Estonia,http://sport.err.ee/rss,kaggle,Europe
err.ee,News,Russia,http://rus.err.ee/rss,kaggle,Europe
eprice.com.tw,Tech,China,http://www.eprice.com.tw/mobile/news/rss.xml,kaggle,Asia
eprice.com.hk,Tech,China,http://www.eprice.com.hk/news/rss.xml,kaggle,Asia
epochtimes.com,News,China,http://www.epochtimes.com/gb/xml/nsc413.rss,kaggle,Asia
eos.org,Science,United Kingdom,https://eos.org/feed,kaggle,Europe
eonline.com,Music,United Kingdom,http://www.eonline.com/syndication/feeds/rssfeeds/musicnews.xml,kaggle,Europe
eonline.com,Entertainment,United Kingdom,http://www.eonline.com/syndication/feeds/rssfeeds/topstories.xml,kaggle,Europe
ensonhaber.com,Tech,Turkey,http://www.ensonhaber.com/rss/teknoloji.xml,kaggle,Transcontinental
enikos.gr,News,Greece,http://www.enikos.gr/feeds/content_latest.xml,kaggle,Europe
engineeringnews.co.za,News,United Kingdom,http://www.engineeringnews.co.za/page/home/feed,kaggle,Europe
engadget.com,Tech,United States,http://www.engadget.com/rss-full.xml,kaggle,Americas
emtempo.com.br,News,Portugal,http://www.emtempo.com.br/feed/,kaggle,Europe
emerging-europe.com,News,United Kingdom,http://emerging-europe.com/feed/,kaggle,Europe
emea.gr,News,Greece,http://www.emea.gr/rss.php,kaggle,Europe
emaratalyoum.com,News,Saudi Arabia,http://www.emaratalyoum.com/public-local-1.533091?ot=ot.AjaxPageLayout,kaggle,Middle East
eltiempo.com,World,Spain,http://www.eltiempo.com/contenido/mundo/rss.xml,kaggle,Europe
eltiempo.com,News,Spain,http://www.eltiempo.com/contenido/colombia/rss.xml,kaggle,Europe
elsalvador.com,News,Spain,http://www.elsalvador.com/feed/,kaggle,Europe
elpuntavui.cat,News,Spain,http://www.elpuntavui.cat/barcelona.feed?type=rss,kaggle,Europe
elplural.com,News,Spain,http://www.elplural.com/feed/,kaggle,Europe
elpitazo.net,News,Venezuela,https://elpitazo.net/feed/,kaggle,Americas
elperiodico.com,World,Spain,http://www.elperiodico.com/es/rss/internacional/rss.xml,kaggle,Europe
elperiodico.com,Tech,Spain,http://www.elperiodico.com/es/rss/tecnologia/rss.xml,kaggle,Europe
elperiodico.com,Economics,Spain,http://www.elperiodico.com/es/rss/economia/rss.xml,kaggle,Europe
elperiodico.cat,World,Spain,http://www.elperiodico.cat/ca/rss/internacional/rss.xml,kaggle,Europe
elperiodico.cat,Tech,Spain,http://www.elperiodico.cat/ca/rss/tecnologia/rss.xml,kaggle,Europe
elperiodico.cat,Politics,Spain,http://www.elperiodico.cat/ca/rss/politica/rss.xml,kaggle,Europe
elperiodico.cat,News,Spain,http://www.elperiodico.cat/ca/rss/rss_portada.xml,kaggle,Europe
elperiodico.cat,Economics,Spain,http://www.elperiodico.cat/ca/rss/economia/rss.xml,kaggle,Europe
elpais.com,Tech,Spain,http://www.elpais.com/rss/feed.html?feedId=1005,kaggle,Europe
elpais.com,News,Spain,http://www.elpais.com/rss/feed.html?feedId=17046,kaggle,Europe
eloutput.com,Tech,Spain,https://eloutput.com/feed/,kaggle,Europe
elobservatodo.cl,News,Spain,http://www.elobservatodo.cl/rss/noticias,kaggle,Europe
elnortero.cl,News,Spain,http://www.elnortero.cl/rss/noticias,kaggle,Europe
elnacional.com.do,News,Spain,http://elnacional.com.do/feed/,kaggle,Europe
elmundo.es,World,Spain,http://estaticos.elmundo.es/elmundo/rss/andalucia.xml,kaggle,Europe
elmundo.es,Tech,Spain,http://rss.elmundo.es/rss/descarga.htm?data2=13,kaggle,Europe
elmundo.es,News,Spain,http://rss.elmundo.es/rss/descarga.htm?data2=4,kaggle,Europe
elmundo.es,Economics,Spain,http://estaticos.elmundo.es/elmundo/rss/economia.xml,kaggle,Europe
elmundo.com,News,Spain,http://www.elmundo.com/images/rss/titulares.xml,kaggle,Europe
elmorrocotudo.cl,News,Spain,http://www.elmorrocotudo.cl/rss/noticias,kaggle,Europe
elmoremagazine.com,Music,United Kingdom,http://www.elmoremagazine.com/feed,kaggle,Europe
elmercuriodigital.net,News,Spain,http://www.elmercuriodigital.net/feeds/posts/default,kaggle,Europe
elle.com,Food,United Kingdom,http://accordingtoelle.com/feed/,kaggle,Europe
elidealgallego.com,News,Spain,http://www.elidealgallego.com/rss/coruna,kaggle,Europe
elespectador.com,News,Spain,http://blogs.elespectador.com/feed/,kaggle,Europe
elespanol.com,Tech,Spain,http://www.elespanol.com/rss/ciencia/tecnologia/,kaggle,Europe
elespanol.com,News,Spain,http://www.elespanol.com/rss/,kaggle,Europe
electronicsweekly.com,Tech,United Kingdom,http://www.electronicsweekly.com/blogs/david-manners-semiconductor-blog/atom.xml,kaggle,Europe
eleconomista.es,Tech,Spain,http://www.eleconomista.es/rss/rss-category.php?category=tecnologia,kaggle,Europe
eldiario.es,World,Spain,http://www.eldiario.es/rss/internacional/,kaggle,Europe
eldiario.es,Politics,Spain,http://www.eldiario.es/rss/section/10001/,kaggle,Europe
eldiario.es,News,Spain,http://www.eldiario.es/rss/,kaggle,Europe
eldiario.es,Economics,Spain,http://www.eldiario.es/rss/economia/,kaggle,Europe
eldia.com.do,News,Spain,http://eldia.com.do/feed/,kaggle,Europe
elconfidencialdigital.com,News,Spain,http://www.elconfidencialdigital.com/rss?seccion=el_confidencial_digital,kaggle,Europe
elconfidencial.com,World,Spain,http://rss.elconfidencial.com/mundo/,kaggle,Europe
elconfidencial.com,Tech,Spain,http://www.elconfidencial.com/rss/tecnologia.xml,kaggle,Europe
elconfidencial.com,News,Spain,http://www.elconfidencial.com/rss/noticias.xml,kaggle,Europe
elconfidencial.com,Economics,Spain,http://rss.elconfidencial.com/mercados/,kaggle,Europe
elcomercio.com,News,Spain,http://www.elcomercio.com/rss/,kaggle,Europe
elcolombiano.com,World,Spain,http://www.elcolombiano.com/rss/Internacional.xml,kaggle,Europe
elcolombiano.com,Tech,Spain,http://www.elcolombiano.com/rss/Tecnologia.xml,kaggle,Europe
elcolombiano.com,News,Spain,http://www.elcolombiano.com/rss/portada.xml,kaggle,Europe
elciudadanoweb.com,News,Spain,http://www.elciudadanoweb.com/?feed=rss2,kaggle,Europe
elbotola.com,Sport,Saudi Arabia,http://www.elbotola.com/feeds/,kaggle,Middle East
elblogsalmon.com,Economics,Spain,http://www.elblogsalmon.com/index.xml,kaggle,Europe
elamaule.cl,News,Spain,http://www.elamaule.cl/rss/noticias,kaggle,Europe
eladelantado.com,News,Spain,http://www.eladelantado.com/feed/,kaggle,Europe
ekhokavkaza.com,News,Russia,http://www.ekhokavkaza.com/rss/?count=50,kaggle,Europe
ej.ru,News,Russia,http://www.ej.ru/xml,kaggle,Europe
eff.org,Tech,United Kingdom,http://www.eff.org/rss/updates.xml,kaggle,Europe
edmontonsun.com,Tech,United Kingdom,https://edmontonsun.com/category/technology/feed,kaggle,Europe
edmontonjournal.com,News,United Kingdom,http://edmontonjournal.com/feed/,kaggle,Europe
edmontonjournal.com,Entertainment,United Kingdom,http://edmontonjournal.com/category/entertainment/feed,kaggle,Europe
edaily.co.kr,World,South Korea,http://rss.edaily.co.kr/world_news.xml,kaggle,Asia
edaily.co.kr,News,South Korea,http://rss.edaily.co.kr/edaily_news.xml,kaggle,Asia
edaily.co.kr,Business,South Korea,http://rss.edaily.co.kr/efn_news.xml,kaggle,Asia
ed.nl,News,Netherlands,http://www.ed.nl/eindhoven/rss.xml,kaggle,Europe
economist.com,Science,United Kingdom,http://www.economist.com/rss/science_and_technology_rss.xml,kaggle,Europe
economist.com,News,United Kingdom,http://www.economist.com/rss/international_rss.xml,kaggle,Europe
economist.com,Business,United Kingdom,http://www.economist.com/rss/the_world_this_week_rss.xml,kaggle,Europe
economicpolicyjournal.com,Economics,United Kingdom,http://www.economicpolicyjournal.com/feeds/posts/default,kaggle,Europe
ecodibergamo.it,News,Italy,http://www.ecodibergamo.it/feeds/latesthp/267/,kaggle,Europe
eclectablog.com,Politics,United Kingdom,http://www.eclectablog.com/feed,kaggle,Europe
echoesanddust.com,Music,United Kingdom,http://echoesanddust.com/feed/,kaggle,Europe
echo24.cz,News,Czech Republic,http://echo24.cz/rss/s,kaggle,Europe
echo-news.co.uk,News,United Kingdom,http://www.echo-news.co.uk/news/rss/,kaggle,Europe
ebc.com.br,News,Portugal,http://agenciabrasil.ebc.com.br/feed/ultimasnoticias/feed.xml,kaggle,Europe
eatsleepcruise.com,Travel,United Kingdom,http://eatsleepcruise.com/feed/,kaggle,Europe
easyreadernews.com,News,United Kingdom,http://www.easyreadernews.com/feed/,kaggle,Europe
eastbayexpress.com,Food,United Kingdom,http://www.eastbayexpress.com/oakland/Rss.xml?category=2650377,kaggle,Europe
earthsky.org,World,United Kingdom,http://earthsky.org/human-world/feed,kaggle,Europe
earthsky.org,Science,United Kingdom,http://earthsky.org/feed,kaggle,Europe
e15.cz,News,Czech Republic,http://www.e15.cz/rss/vse,kaggle,Europe
dzfoot.com,Sport,France,http://www.dzfoot.com/feed,kaggle,Europe
dynamicbusiness.com.au,Business,United Kingdom,http://www.dynamicbusiness.com.au/feed,kaggle,Europe
dw.com,Politics,Germany,http://rss.dw.com/xml/podcast_conflict-zone_en,kaggle,Europe
dw.com,News,Germany,http://rss.dw.com/rdf/rss-br-all,kaggle,Europe
dutchnews.nl,News,United Kingdom,http://www.dutchnews.nl/feed/,kaggle,Europe
dublinlive.ie,News,United Kingdom,http://www.dublinlive.ie/rss.xml,kaggle,Europe
dsb.de,Sport,Germany,http://www.dsb.de/aktuelles/rss/,kaggle,Europe
dr.dk,Sport,Denmark,http://www.dr.dk/nyheder/service/feeds/sporten,kaggle,Europe
dostor.org,News,Saudi Arabia,http://www.dostor.org/rss.aspx,kaggle,Middle East
dorzeczy.pl,News,Poland,http://dorzeczy.pl/feed/,kaggle,Europe
dorsetecho.co.uk,News,United Kingdom,http://www.dorsetecho.co.uk/news/rss/,kaggle,Europe
dontstopliving.net,Travel,United Kingdom,http://dontstopliving.net/feed/,kaggle,Europe
donga.com,Tech,South Korea,http://rss.donga.com/science.xml,kaggle,Asia
donga.com,News,South Korea,http://rss.donga.com/total.xml,kaggle,Asia
donaukurier.de,News,Germany,http://www.donaukurier.de/storage/rss/rss/ingolstadt.xml,kaggle,Europe
donanimgunlugu.com,Tech,Turkey,http://donanimgunlugu.com/feed/,kaggle,Transcontinental
dobreprogramy.pl,Tech,Poland,http://dobreprogramy.pl/rss/rss_news.xml,kaggle,Europe
dnoticias.pt,News,Portugal,http://www.dnoticias.pt/rss/home.xml,kaggle,Europe
dnn.de,News,Germany,http://www.dnn.de/rss/feed/dnn_dresden,kaggle,Europe
dnevnik.hr,Sport,Croatia,http://gol.dnevnik.hr/lbin/rss.php,kaggle,Europe
dnevnik.hr,News,Croatia,http://rss.dnevnik.hr/index.rss,kaggle,Europe
dnevnik.bg,Tech,Bulgaria,http://www.dnevnik.bg/rss/?rubrid=1660,kaggle,Europe
dnevnik.bg,News,Bulgaria,http://www.dnevnik.bg/rss/,kaggle,Europe
dnes.bg,Tech,Bulgaria,http://www.dnes.bg/rss.php?cat=4,kaggle,Europe
dnes.bg,News,Bulgaria,http://dnes.bg/rss.php?today,kaggle,Europe
dnaindia.com,Tech,United Kingdom,"http://www.dnaindia.com/syndication/rss,catid-5.xml",kaggle,Europe
dnaindia.com,Sport,United Kingdom,"http://www.dnaindia.com/syndication/rss,catid-6.xml",kaggle,Europe
dnaindia.com,News,United Kingdom,"http://www.dnaindia.com/syndication/rss,catID-0.xml",kaggle,Europe
dnaindia.com,Business,United Kingdom,"http://www.dnaindia.com/syndication/rss,catid-4.xml",kaggle,Europe
dna.fr,News,France,http://www.dna.fr/rss,kaggle,Europe
dn.se,Sport,Sweden,http://www.dn.se/sport/m/rss/senaste-nytt,kaggle,Europe
dn.pt,Politics,Portugal,http://feeds.dn.pt/DN-Politica,kaggle,Europe
dn.pt,News,Portugal,http://feeds.dn.pt/DN-Ultimas,kaggle,Europe
djmag.com,Music,United Kingdom,http://www.djmag.com/rss.xml,kaggle,Europe
djcoregon.com,News,United Kingdom,http://djcoregon.com/news/category/news/feed/,kaggle,Europe
divyabhaskar.co.in,News,India,https://www.divyabhaskar.co.in/rss-feed/1035/,kaggle,Asia
distributique.com,Tech,France,http://www.distributique.com/flux-rss/rss.php,kaggle,Europe
dissentmagazine.org,Politics,United Kingdom,http://www.dissentmagazine.org/feed,kaggle,Europe
dispatch.com,Politics,United Kingdom,https://thedispatch.com/feed/,kaggle,Europe
disinformazione.it,News,Italy,http://disinformazione.it/feed/,kaggle,Europe
dire.it,News,Italy,http://www.dire.it/feed/,kaggle,Europe
dinheirovivo.pt,News,Portugal,http://feeds.dinheirovivo.pt/DV-ultimas,kaggle,Europe
dineroenimagen.com,Economics,Spain,http://www.dineroenimagen.com/rss.xml,kaggle,Europe
digitaltrends.com,Music,United Kingdom,http://www.digitaltrends.com/music/feed/,kaggle,Europe
digitalnewsasia.com,Tech,United Kingdom,http://www.digitalnewsasia.com/rss-feed.xml,kaggle,Europe
digitalfernsehen.de,News,Germany,http://www.digitalfernsehen.de/Digital-TV.235.1000.html,kaggle,Europe
diginomica.com,Tech,United Kingdom,http://diginomica.com/feed/,kaggle,Europe
digi24.ro,News,Romania,http://www.digi24.ro/rss,kaggle,Europe
digi.no,Tech,Norway,http://www.digi.no/rss/,kaggle,Europe
difesa.it,News,Italy,http://www.analisidifesa.it/feed/,kaggle,Europe
diepresse.com,Sport,Austria,http://diepresse.com/rss/Sport,kaggle,Europe
diepresse.com,Science,Austria,http://diepresse.com/rss/Science,kaggle,Europe
diepresse.com,News,Austria,http://www.diepresse.com/rss/,kaggle,Europe
diepresse.com,Economics,Austria,http://diepresse.com/rss/Wirtschaft,kaggle,Europe
diariosigloxxi.com,News,Spain,http://www.diariosigloxxi.com/rss/portada.xml,kaggle,Europe
diariopalentino.es,News,Spain,http://www.diariopalentino.es/rss/DPPortada.xml,kaggle,Europe
diariolibre.com,News,Spain,http://www.diariolibre.com/rss/noticias/,kaggle,Europe
diariojaen.es,News,Spain,http://www.diariojaen.es/rss/jaen.xml,kaggle,Europe
diarioinformacion.com,News,Spain,http://www.diarioinformacion.com/elementosInt/rss/21,kaggle,Europe
diarioinformacion.com,Economics,Spain,http://www.diarioinformacion.com/elementosInt/rss/7,kaggle,Europe
diariodocentrodomundo.com.br,Politics,Portugal,http://www.diariodocentrodomundo.com.br/feed/,kaggle,Europe
diariodesevilla.es,News,Spain,http://www.diariodesevilla.es/rss/,kaggle,Europe
diariodecadiz.es,News,Spain,http://www.diariodecadiz.es/rss/section/2001000/,kaggle,Europe
diariodeburgos.es,News,Spain,http://www.diariodeburgos.es/rss/DBlocal.xml,kaggle,Europe
diariodeavila.es,News,Spain,http://www.diariodeavila.es/rss/DAPortada.xml,kaggle,Europe
diario1.com,News,Spain,http://diario1.com/feed/,kaggle,Europe
diaridetarragona.com,News,Spain,https://www.diaridetarragona.com/rss/index.xml,kaggle,Europe
dialog.ua,News,Russia,http://www.dialog.ua/all.rss,kaggle,Europe
di.se,Tech,Sweden,http://digital.di.se/rss,kaggle,Europe
dgabc.com.br,News,Portugal,http://www.dgabc.com.br/Servicos/RSS/Home,kaggle,Europe
developpez.com,Tech,France,http://www.developpez.com/rss.php,kaggle,Europe
deutsche-wirtschafts-nachrichten.de,News,Germany,http://deutsche-wirtschafts-nachrichten.de/feed/customfeed,kaggle,Europe
detector.media,News,Ukraine,http://detector.media/rss/,kaggle,Europe
descopera.ro,Science,Romania,http://www.descopera.ro/rss/,kaggle,Europe
descifrado.com,News,Spain,http://www.descifrado.com/feed/,kaggle,Europe
derbund.ch,Tech,Germany,http://www.derbund.ch/digital/rss.html,kaggle,Europe
derbund.ch,Sport,Germany,http://www.derbund.ch/sport/rss.html,kaggle,Europe
derbund.ch,News,Germany,http://www.derbund.ch/bern/rss.html,kaggle,Europe
deraktionaer.de,Finance,Germany,http://www.deraktionaer.de/aktionaer-news.rss,kaggle,Europe
denverpost.com,Tech,United States,http://feeds.denverpost.com/dp-business-technology,kaggle,Americas
denverpost.com,Sport,United States,http://feeds.denverpost.com/dp-sports-broncos,kaggle,Americas
denverbroncos.com,Sport,United Kingdom,https://www.denverbroncos.com/rss/news,kaggle,Europe
dennikn.sk,Sport,Slovakia,https://dennikn.sk/sport/feed/,kaggle,Europe
dennikn.sk,News,Slovakia,https://dennikn.sk/slovensko/feed/,kaggle,Europe
denik.cz,Sport,Czech Republic,http://www.denik.cz/rss/sport.html,kaggle,Europe
denik.cz,News,Czech Republic,http://www.denik.cz/rss/zpravy.html,kaggle,Europe
denik.cz,Finance,Czech Republic,http://www.denik.cz/rss/ekonomika.html,kaggle,Europe
democraticaudit.com,Politics,United Kingdom,http://www.democraticaudit.com/?feed=rss2,kaggle,Europe
democracynow.org,News,United States,http://www.democracynow.org/democracynow.rss,kaggle,Americas
delfi.lt,World,Lithuania,http://www.delfi.lt/rss/feeds/world.xml,kaggle,Europe
delfi.lt,News,Russia,http://ru.delfi.lt/rss/feeds/politics.xml,kaggle,Europe
delfi.lt,Business,Russia,http://ru.delfi.lt/rss/feeds/economy.xml,kaggle,Europe
deejay.it,News,Italy,http://www.deejay.it/argomenti/news/feed/,kaggle,Europe
decider.com,Entertainment,United Kingdom,http://decider.com/feed/,kaggle,Europe
deccanchronicle.com,News,United Kingdom,http://www.deccanchronicle.com/rss_feed/,kaggle,Europe
deadline.com,Entertainment,United Kingdom,http://www.deadline.com/feed/,kaggle,Europe
dday.it,Tech,Italy,http://www.dday.it/redazione.xml,kaggle,Europe
dbalears.cat,News,Spain,http://dbalears.cat/noticia/feed,kaggle,Europe
dasinvestment.com,Finance,Germany,http://www.dasinvestment.com/api,kaggle,Europe
darlingtonandstocktontimes.co.uk,News,United Kingdom,http://www.darlingtonandstocktontimes.co.uk/news/rss/,kaggle,Europe
danslescoulisses.com,Sport,France,http://www.danslescoulisses.com/fr/feed/,kaggle,Europe
dancingastronaut.com,Music,United Kingdom,http://www.dancingastronaut.com/feed/,kaggle,Europe
dallasnews.com,News,United Kingdom,http://ftr.fivefilters.org/makefulltextfeed.php?url=http%3A%2F%2Fwww.dallasnews.com%2Fnewskiosk%2Frss%2Fdallasnewslifetravel.xml&max=3,kaggle,Europe
dakotawarcollege.com,Politics,United Kingdom,http://dakotawarcollege.com/feed,kaggle,Europe
dairyreporter.com,Food,United Kingdom,https://www.dairyreporter.com/Info/DairyReporter-RSS,kaggle,Europe
dailyvoice.com,News,United States,http://norwalk.dailyvoice.com/rss,kaggle,Americas
dailystar.co.uk,News,United Kingdom,http://www.dailystar.co.uk/rss/1/Latest-News/,kaggle,Europe
dailyrecord.co.uk,World,United Kingdom,http://www.dailyrecord.co.uk/news/uk-world-news/rss.xml,kaggle,Europe
dailyrecord.co.uk,Sport,United Kingdom,http://www.dailyrecord.co.uk/sport/rss.xml,kaggle,Europe
dailyrecord.co.uk,News,United Kingdom,http://www.dailyrecord.co.uk/rss.xml,kaggle,Europe
dailyrecord.co.uk,Entertainment,United Kingdom,http://www.dailyrecord.co.uk/entertainment/rss.xml,kaggle,Europe
dailypost.co.uk,News,United Kingdom,http://www.dailypost.co.uk/news/north-wales-news/rss.xml,kaggle,Europe
dailyorange.com,News,United Kingdom,http://dailyorange.com/feed,kaggle,Europe
dailymail.co.uk,World,United Kingdom,http://www.dailymail.co.uk/news/worldnews/index.rss,kaggle,Europe
dailymail.co.uk,Travel,United Kingdom,http://www.dailymail.co.uk/travel/index.rss,kaggle,Europe
dailymail.co.uk,Tech,United Kingdom,http://www.dailymail.co.uk/sciencetech/index.rss,kaggle,Europe
dailymail.co.uk,Sport,United Kingdom,http://www.dailymail.co.uk/sport/football/index.rss,kaggle,Europe
dailymail.co.uk,News,United Kingdom,http://www.dailymail.co.uk/home/index.rss,kaggle,Europe
dailymail.co.uk,Finance,United Kingdom,http://www.dailymail.co.uk/money/index.rss,kaggle,Europe
dailymail.co.uk,Entertainment,United Kingdom,http://www.dailymail.co.uk/tvshowbiz/index.rss,kaggle,Europe
dailykos.com,Politics,United Kingdom,http://www.dailykos.com/blogs/main.rss,kaggle,Europe
dailyheraldtribune.com,News,United Kingdom,http://www.dailyheraldtribune.com/news/local/rss.xml,kaggle,Europe
dailyherald.com,News,United Kingdom,http://www.dailyherald.com/rss/feed/?feed=news_top5,kaggle,Europe
dailyecho.co.uk,Sport,United Kingdom,http://www.dailyecho.co.uk/sport/saints/news/rss/,kaggle,Europe
dailyecho.co.uk,News,United Kingdom,http://www.dailyecho.co.uk/news/rss/,kaggle,Europe
dailycaller.com,Politics,United States,http://dailycaller.com/section/politics/feed/,kaggle,Americas
dailycaller.com,News,United States,http://dailycaller.com/feed/,kaggle,Americas
dailyalts.com,Finance,United Kingdom,http://dailyalts.com/feed/,kaggle,Europe
